locus_tag	ftype	length_bp	gene	EC_number	COG	product
54138_Lkimchicus_01677	CDS	504				hypothetical protein
54138_Lkimchicus_01678	CDS	1482	emrB_3			Multidrug export protein EmrB
54138_Lkimchicus_01679	CDS	921	rbsK/rbiA			Bifunctional ribokinase/ribose-5-phosphate isomerase A
54138_Lkimchicus_01680	CDS	780	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
54138_Lkimchicus_01681	CDS	660	yedJ		COG1418	Uncharacterized protein YedJ
54138_Lkimchicus_01682	CDS	507	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
54138_Lkimchicus_01683	CDS	729	gmuR		COG2188	HTH-type transcriptional regulator GmuR
54138_Lkimchicus_01684	CDS	2379	xpkA_2	4.1.2.9		Xylulose-5-phosphate phosphoketolase
54138_Lkimchicus_01685	CDS	531				hypothetical protein
54138_Lkimchicus_01686	CDS	633	slyA_2			Transcriptional regulator SlyA
54138_Lkimchicus_01687	CDS	636	cah	4.2.1.1	COG3338	Carbonic anhydrase
54138_Lkimchicus_01688	CDS	885	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
54138_Lkimchicus_01689	CDS	471				Putative universal stress protein SA1532
54138_Lkimchicus_01690	CDS	1011	lplJ_1	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
54138_Lkimchicus_01691	CDS	1014	lplJ_2	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
54138_Lkimchicus_01692	CDS	456				hypothetical protein
54138_Lkimchicus_01693	CDS	489				hypothetical protein
54138_Lkimchicus_01694	CDS	897				hypothetical protein
54138_Lkimchicus_01695	CDS	2604	mprF	2.3.2.3		Phosphatidylglycerol lysyltransferase
54138_Lkimchicus_01696	CDS	963	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
54138_Lkimchicus_01697	CDS	1185	metC	4.4.1.8	COG0626	Cystathionine beta-lyase MetC
54138_Lkimchicus_01698	CDS	612				hypothetical protein
54138_Lkimchicus_01699	CDS	321				hypothetical protein
54138_Lkimchicus_01700	CDS	492				hypothetical protein
54138_Lkimchicus_01701	CDS	351				hypothetical protein
54138_Lkimchicus_01702	CDS	768				hypothetical protein
54138_Lkimchicus_01703	CDS	498	adaB	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, inducible
54138_Lkimchicus_01704	CDS	963	malR		COG1609	HTH-type transcriptional regulator MalR
54138_Lkimchicus_01705	CDS	1386				hypothetical protein
54138_Lkimchicus_01706	CDS	2253	malP	2.4.1.8		Maltose phosphorylase
54138_Lkimchicus_01707	CDS	804	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
54138_Lkimchicus_01708	CDS	1215	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
54138_Lkimchicus_01709	CDS	582	trpF	5.3.1.24		N-(5'-phosphoribosyl)anthranilate isomerase
54138_Lkimchicus_01710	CDS	789	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
54138_Lkimchicus_01711	CDS	1032	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
54138_Lkimchicus_01712	CDS	609	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
54138_Lkimchicus_01713	CDS	1479	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
54138_Lkimchicus_01714	CDS	867	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
54138_Lkimchicus_01715	CDS	1020	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
54138_Lkimchicus_01716	CDS	1068	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
54138_Lkimchicus_01717	CDS	858				hypothetical protein
54138_Lkimchicus_01718	CDS	426				hypothetical protein
54138_Lkimchicus_01719	CDS	717	pepF1_2	3.4.24.-		Oligoendopeptidase F, plasmid
54138_Lkimchicus_01720	CDS	1113				hypothetical protein
54138_Lkimchicus_01721	CDS	945				hypothetical protein
54138_Lkimchicus_01722	CDS	1596	rny_2	3.1.-.-	COG1418	Ribonuclease Y
54138_Lkimchicus_01723	CDS	1578	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
54138_Lkimchicus_01724	CDS	687				hypothetical protein
54138_Lkimchicus_01725	CDS	2163				hypothetical protein
54138_Lkimchicus_01726	CDS	396	spxA_2		COG1393	Regulatory protein Spx
54138_Lkimchicus_01727	CDS	333				hypothetical protein
54138_Lkimchicus_01728	CDS	468				hypothetical protein
54138_Lkimchicus_01729	CDS	804				hypothetical protein
54138_Lkimchicus_01730	CDS	654				hypothetical protein
54138_Lkimchicus_01731	CDS	1875				hypothetical protein
54138_Lkimchicus_01732	CDS	561	ddpX_2	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
54138_Lkimchicus_01733	CDS	492				hypothetical protein
54138_Lkimchicus_01734	CDS	1065				hypothetical protein
54138_Lkimchicus_01735	CDS	1341		3.4.13.-	COG0624	Putative dipeptidase SACOL1801
54138_Lkimchicus_01736	CDS	636	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
54138_Lkimchicus_01737	CDS	486				hypothetical protein
54138_Lkimchicus_01738	CDS	1497	thrC	4.2.3.1	COG0498	Threonine synthase
54138_Lkimchicus_01739	CDS	327				hypothetical protein
54138_Lkimchicus_01740	tRNA	72				tRNA-Arg(tcg)
54138_Lkimchicus_01741	CDS	351				hypothetical protein
54138_Lkimchicus_01742	CDS	600				hypothetical protein
54138_Lkimchicus_01743	CDS	438				hypothetical protein
54138_Lkimchicus_01744	CDS	561				hypothetical protein
54138_Lkimchicus_01745	CDS	312				hypothetical protein
54138_Lkimchicus_01746	CDS	228				hypothetical protein
54138_Lkimchicus_01747	CDS	1362	xylP_4			Isoprimeverose transporter
54138_Lkimchicus_01748	CDS	870	rhaS_4			HTH-type transcriptional activator RhaS
54138_Lkimchicus_01749	CDS	2364				hypothetical protein
54138_Lkimchicus_01750	CDS	1767				hypothetical protein
54138_Lkimchicus_01751	CDS	576				hypothetical protein
54138_Lkimchicus_01752	CDS	276	sdpR		COG0640	Transcriptional repressor SdpR
54138_Lkimchicus_01753	CDS	1032				hypothetical protein
54138_Lkimchicus_01754	CDS	945				hypothetical protein
54138_Lkimchicus_01755	CDS	744	tcyN_2	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
54138_Lkimchicus_01756	CDS	171				hypothetical protein
54138_Lkimchicus_01757	CDS	414				hypothetical protein
54138_Lkimchicus_01758	CDS	711	yxeN_2			Probable amino-acid permease protein YxeN
54138_Lkimchicus_01759	CDS	864	tcyJ		COG0834	L-cystine-binding protein TcyJ
54138_Lkimchicus_01760	CDS	1020				hypothetical protein
54138_Lkimchicus_01761	CDS	504				hypothetical protein
54138_Lkimchicus_01762	CDS	1404	yifK_2		COG1113	Probable transport protein YifK
54138_Lkimchicus_01763	CDS	462			COG0789	Uncharacterized HTH-type transcriptional regulator HI_0186
54138_Lkimchicus_01764	CDS	732		1.-.-.-		Uncharacterized oxidoreductase SA2266
54138_Lkimchicus_01765	CDS	177				hypothetical protein
54138_Lkimchicus_01766	CDS	414	arsC	1.20.4.4	COG0394	Arsenate reductase
54138_Lkimchicus_01767	CDS	819				hypothetical protein
54138_Lkimchicus_01768	CDS	681				hypothetical protein
54138_Lkimchicus_01769	CDS	438	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
54138_Lkimchicus_01770	CDS	861	qorB_2	1.6.5.2	COG0702	Quinone oxidoreductase 2
54138_Lkimchicus_01771	CDS	1338	brnQ_3		COG1114	Branched-chain amino acid transport system 2 carrier protein
54138_Lkimchicus_01772	CDS	498	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
54138_Lkimchicus_01773	CDS	621				hypothetical protein
54138_Lkimchicus_01774	CDS	348				hypothetical protein
54138_Lkimchicus_01775	CDS	615				hypothetical protein
54138_Lkimchicus_01776	CDS	1185	pbuE		COG2814	Purine efflux pump PbuE
54138_Lkimchicus_01777	CDS	168				hypothetical protein
54138_Lkimchicus_01778	CDS	120				hypothetical protein
54138_Lkimchicus_01779	CDS	396				hypothetical protein
54138_Lkimchicus_01780	CDS	663	glnP_1		COG0765	Glutamine transport system permease protein GlnP
54138_Lkimchicus_01781	CDS	690	glnP_2		COG0765	Probable glutamine ABC transporter permease protein GlnP
54138_Lkimchicus_01782	CDS	576	glnQ_3	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
54138_Lkimchicus_01783	CDS	162	glnQ_4			Glutamine transport ATP-binding protein GlnQ
54138_Lkimchicus_01784	CDS	846	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
54138_Lkimchicus_01785	CDS	474				hypothetical protein
54138_Lkimchicus_01786	CDS	1221				hypothetical protein
54138_Lkimchicus_01787	CDS	444				Putative universal stress protein SA1532
54138_Lkimchicus_01788	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
54138_Lkimchicus_01789	CDS	1602	yveA		COG0531	Aspartate-proton symporter
54138_Lkimchicus_01790	CDS	498				Putative universal stress protein SA1532
54138_Lkimchicus_01791	CDS	513			COG1881	UPF0098 protein CT_736
54138_Lkimchicus_01792	CDS	1149	dapE_5	3.5.1.18		Probable succinyl-diaminopimelate desuccinylase
54138_Lkimchicus_01793	CDS	150				hypothetical protein
54138_Lkimchicus_01794	CDS	690				hypothetical protein
54138_Lkimchicus_01795	CDS	864		1.-.-.-	COG0656	Uncharacterized oxidoreductase MSMEG_2408/MSMEI_2347
54138_Lkimchicus_01796	CDS	618				hypothetical protein
54138_Lkimchicus_01797	CDS	966				hypothetical protein
54138_Lkimchicus_01798	CDS	1302				hypothetical protein
54138_Lkimchicus_01799	CDS	1158	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
54138_Lkimchicus_01800	CDS	669	tcyB_1		COG0765	L-cystine transport system permease protein TcyB
54138_Lkimchicus_01801	CDS	855	yckB		COG0834	Probable ABC transporter extracellular-binding protein YckB
54138_Lkimchicus_01802	CDS	1470	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
54138_Lkimchicus_01803	CDS	396			COG0789	Uncharacterized HTH-type transcriptional regulator HI_0186
54138_Lkimchicus_01804	CDS	381				hypothetical protein
54138_Lkimchicus_01805	CDS	939				hypothetical protein
54138_Lkimchicus_01806	CDS	390				hypothetical protein
54138_Lkimchicus_01807	CDS	1407	nhaC		COG1757	Na(+)/H(+) antiporter NhaC
54138_Lkimchicus_01808	CDS	495				hypothetical protein
54138_Lkimchicus_01809	CDS	987	guaC	1.7.1.7	COG0516	GMP reductase
54138_Lkimchicus_01810	CDS	1311	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
54138_Lkimchicus_01811	CDS	1302	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
54138_Lkimchicus_01812	CDS	423				hypothetical protein
54138_Lkimchicus_01813	CDS	933	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
54138_Lkimchicus_01814	CDS	801	iphP	3.1.3.48		Tyrosine-protein phosphatase
54138_Lkimchicus_01815	CDS	651				hypothetical protein
54138_Lkimchicus_01816	CDS	873	aes_2	3.1.1.-		Acetyl esterase
54138_Lkimchicus_01817	CDS	753		2.4.2.-	COG2071	Putative glutamine amidotransferase Rv2859c
54138_Lkimchicus_01818	CDS	261				hypothetical protein
54138_Lkimchicus_01819	CDS	1509	glpK_2	2.7.1.30	COG0554	Glycerol kinase
54138_Lkimchicus_01820	CDS	423				hypothetical protein
54138_Lkimchicus_01821	CDS	1425	rlmCD_1	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
54138_Lkimchicus_01822	CDS	1005		5.1.3.21	COG2017	Maltose epimerase
54138_Lkimchicus_01823	CDS	240				hypothetical protein
54138_Lkimchicus_01824	CDS	849	yvgN_2	1.1.1.-	COG0656	Glyoxal reductase
54138_Lkimchicus_01825	CDS	657	fetA	3.6.3.-	COG4619	Probable iron export ATP-binding protein FetA
54138_Lkimchicus_01826	CDS	756	fetB		COG0390	Probable iron export permease protein FetB
54138_Lkimchicus_01827	CDS	885				hypothetical protein
54138_Lkimchicus_01828	CDS	2283				hypothetical protein
54138_Lkimchicus_01829	CDS	864	hdfR_2			HTH-type transcriptional regulator HdfR
54138_Lkimchicus_01830	CDS	801	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
54138_Lkimchicus_01831	CDS	831	thiD_1	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
54138_Lkimchicus_01832	CDS	648	thiE_3	2.5.1.3		Thiamine-phosphate synthase
54138_Lkimchicus_01833	CDS	1512				hypothetical protein
54138_Lkimchicus_01834	CDS	375				hypothetical protein
54138_Lkimchicus_01835	CDS	105				hypothetical protein
54138_Lkimchicus_01836	CDS	399				hypothetical protein
54138_Lkimchicus_01837	CDS	963		1.1.1.-		Putative 2-hydroxyacid dehydrogenase SA2098
54138_Lkimchicus_01838	CDS	918	btuD_4	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
54138_Lkimchicus_01839	CDS	777				hypothetical protein
54138_Lkimchicus_01840	CDS	1947	macB_2	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
54138_Lkimchicus_01841	CDS	729				hypothetical protein
54138_Lkimchicus_01842	CDS	2352				hypothetical protein
54138_Lkimchicus_01843	CDS	291				hypothetical protein
54138_Lkimchicus_01844	CDS	426				hypothetical protein
54138_Lkimchicus_01845	CDS	435			COG2153	UPF0039 protein Rv2851c
54138_Lkimchicus_01846	CDS	942		1.1.1.-		L-2-hydroxyisocaproate dehydrogenase
54138_Lkimchicus_01847	CDS	435		2.3.1.-		Acetyltransferase SACOL1063
54138_Lkimchicus_01848	tRNA	76				tRNA-His(gtg)
54138_Lkimchicus_01849	CDS	267				hypothetical protein
54138_Lkimchicus_01850	CDS	141				hypothetical protein
54138_Lkimchicus_01851	CDS	174				hypothetical protein
54138_Lkimchicus_01852	CDS	561				hypothetical protein
54138_Lkimchicus_01853	CDS	207				hypothetical protein
54138_Lkimchicus_01854	CDS	225				hypothetical protein
54138_Lkimchicus_01855	CDS	927	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
54138_Lkimchicus_01856	CDS	621	nfr1_1	1.5.1.36	COG0431	NADH-dependent flavin reductase subunit 1
54138_Lkimchicus_01857	CDS	150				hypothetical protein
54138_Lkimchicus_01858	CDS	960				hypothetical protein
54138_Lkimchicus_01859	CDS	1038	adhA_2	1.1.1.1	COG1064	Probable alcohol dehydrogenase AdhA
54138_Lkimchicus_01860	CDS	645				hypothetical protein
54138_Lkimchicus_01861	CDS	126				hypothetical protein
54138_Lkimchicus_01862	CDS	525				hypothetical protein
54138_Lkimchicus_01863	CDS	537	padC	4.1.1.-	COG3479	Phenolic acid decarboxylase PadC
54138_Lkimchicus_01864	CDS	399				hypothetical protein
54138_Lkimchicus_01865	CDS	843				hypothetical protein
54138_Lkimchicus_01866	CDS	840				hypothetical protein
54138_Lkimchicus_01867	CDS	900	argP			HTH-type transcriptional regulator ArgP
54138_Lkimchicus_01868	CDS	1212	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
54138_Lkimchicus_01869	CDS	207				hypothetical protein
54138_Lkimchicus_01870	CDS	1122	brpA		COG1316	Biofilm regulatory protein A
54138_Lkimchicus_01871	CDS	1317				hypothetical protein
54138_Lkimchicus_01872	CDS	720	arlR_2		COG0745	Response regulator ArlR
54138_Lkimchicus_01873	CDS	1386	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
54138_Lkimchicus_01874	CDS	1524	dltA	6.2.1.-	COG1020	D-alanine--D-alanyl carrier protein ligase
54138_Lkimchicus_01875	CDS	1215				hypothetical protein
54138_Lkimchicus_01876	CDS	234	dltC		COG0236	D-alanyl carrier protein
54138_Lkimchicus_01877	CDS	1248	dltD		COG3966	Protein DltD
54138_Lkimchicus_01878	CDS	372				hypothetical protein
54138_Lkimchicus_01879	CDS	324			COG0393	UPF0145 protein BC_1012
54138_Lkimchicus_01880	CDS	708				hypothetical protein
54138_Lkimchicus_01881	CDS	366	yhaI		COG3152	Inner membrane protein YhaI
54138_Lkimchicus_01882	CDS	219				hypothetical protein
54138_Lkimchicus_01883	CDS	1329				hypothetical protein
54138_Lkimchicus_01884	CDS	270				hypothetical protein
54138_Lkimchicus_01885	CDS	1011	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
54138_Lkimchicus_01886	CDS	1023				hypothetical protein
54138_Lkimchicus_01887	CDS	1452	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
54138_Lkimchicus_01888	CDS	504				hypothetical protein
54138_Lkimchicus_01889	CDS	669				hypothetical protein
54138_Lkimchicus_01890	CDS	1083	recA			Protein RecA
54138_Lkimchicus_01891	CDS	1842	pcp_2	3.4.21.100		Pseudomonalisin
54138_Lkimchicus_01892	CDS	741	glnQ_5	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
54138_Lkimchicus_01893	CDS	1443	mltF_3			Membrane-bound lytic murein transglycosylase F
54138_Lkimchicus_01894	CDS	144				hypothetical protein
54138_Lkimchicus_01895	CDS	1728				hypothetical protein
54138_Lkimchicus_01896	CDS	1398				S-layer protein
54138_Lkimchicus_01897	CDS	645				hypothetical protein
54138_Lkimchicus_01898	CDS	1641	oppA_2		COG4166	Oligopeptide-binding protein OppA
54138_Lkimchicus_01899	CDS	3072	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase arginine-specific large chain
54138_Lkimchicus_01900	CDS	1065	carA_2	6.3.5.5	COG0505	Carbamoyl-phosphate synthase arginine-specific small chain
54138_Lkimchicus_01901	CDS	222				hypothetical protein
54138_Lkimchicus_01902	CDS	144				hypothetical protein
54138_Lkimchicus_01903	CDS	978				hypothetical protein
54138_Lkimchicus_01904	CDS	732	phnC	3.6.3.27	COG3638	Phosphate-import ATP-binding protein PhnC
54138_Lkimchicus_01905	CDS	414				hypothetical protein
54138_Lkimchicus_01906	CDS	411	phnE		COG3639	Phosphate-import permease protein PhnE
54138_Lkimchicus_01907	CDS	852				hypothetical protein
54138_Lkimchicus_01908	CDS	897	phnX	3.11.1.1		Phosphonoacetaldehyde hydrolase
54138_Lkimchicus_01909	CDS	999	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
54138_Lkimchicus_01910	CDS	378				hypothetical protein
54138_Lkimchicus_01911	CDS	384	gcvH_2			Glycine cleavage system H protein
54138_Lkimchicus_01912	CDS	1041		6.3.1.20		Lipoate--protein ligase 1
54138_Lkimchicus_01913	CDS	243				hypothetical protein
54138_Lkimchicus_01914	CDS	1011	dapF	5.1.1.7		Diaminopimelate epimerase
54138_Lkimchicus_01915	CDS	1377	yclM_2	2.7.2.4	COG0527	Aspartokinase 3
54138_Lkimchicus_01916	CDS	1320	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
54138_Lkimchicus_01917	CDS	711	dapH	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
54138_Lkimchicus_01918	CDS	1161		3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
54138_Lkimchicus_01919	CDS	921	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
54138_Lkimchicus_01920	CDS	780	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
54138_Lkimchicus_01921	CDS	1194	patA_2	2.6.1.-	COG0436	Putative N-acetyl-LL-diaminopimelate aminotransferase
54138_Lkimchicus_01922	CDS	1062	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
54138_Lkimchicus_01923	CDS	1440	oppA_3		COG4166	Oligopeptide-binding protein OppA
54138_Lkimchicus_01924	CDS	222				hypothetical protein
54138_Lkimchicus_01925	CDS	774				hypothetical protein
54138_Lkimchicus_01926	CDS	1128	mutY	3.2.2.-	COG1194	Adenine DNA glycosylase
54138_Lkimchicus_01927	CDS	2622				hypothetical protein
54138_Lkimchicus_01928	CDS	321				hypothetical protein
54138_Lkimchicus_01929	CDS	957	mhqA_2	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
54138_Lkimchicus_01930	CDS	465			COG2153	UPF0039 protein Rv2851c
54138_Lkimchicus_01931	CDS	201	csp_2		COG1278	Cold shock protein 1
54138_Lkimchicus_01932	CDS	240				hypothetical protein
54138_Lkimchicus_01933	CDS	693	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
54138_Lkimchicus_01934	CDS	177				hypothetical protein
54138_Lkimchicus_01935	CDS	1053	btuD_5	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
54138_Lkimchicus_01936	CDS	453				hypothetical protein
54138_Lkimchicus_01937	CDS	819	thiD_2	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
54138_Lkimchicus_01938	CDS	678	ktrA		COG0569	Ktr system potassium uptake protein A
54138_Lkimchicus_01939	CDS	1344	ntpJ			Potassium/sodium uptake protein NtpJ
54138_Lkimchicus_01940	CDS	1239	codA	3.5.4.1	COG0402	Cytosine deaminase
54138_Lkimchicus_01941	CDS	432				hypothetical protein
54138_Lkimchicus_01942	CDS	894	rnhA_2	3.1.26.4		Ribonuclease H
54138_Lkimchicus_01943	CDS	588				UPF0316 protein SA1727
54138_Lkimchicus_01944	CDS	549	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
54138_Lkimchicus_01945	CDS	1371			COG1292	Probable glycine betaine transporter
54138_Lkimchicus_01946	CDS	945	ghrB	1.1.1.81		Glyoxylate/hydroxypyruvate reductase B
54138_Lkimchicus_01947	CDS	312	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
54138_Lkimchicus_01948	CDS	672				hypothetical protein
54138_Lkimchicus_01949	CDS	453				hypothetical protein
54138_Lkimchicus_01950	CDS	1113	hmo	1.1.3.46		4-hydroxymandelate oxidase
54138_Lkimchicus_01951	CDS	357				hypothetical protein
54138_Lkimchicus_01952	CDS	630		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
54138_Lkimchicus_01953	CDS	723	menG	2.1.1.163		Demethylmenaquinone methyltransferase
54138_Lkimchicus_01954	CDS	792	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 1
54138_Lkimchicus_01955	CDS	171				hypothetical protein
54138_Lkimchicus_01956	CDS	708				hypothetical protein
54138_Lkimchicus_01957	CDS	1362	ribZ_5			Riboflavin transporter RibZ
54138_Lkimchicus_01958	CDS	1695				hypothetical protein
54138_Lkimchicus_01959	CDS	1737	pgcA	5.4.2.2		Phosphoglucomutase
54138_Lkimchicus_01960	CDS	1173	galK_2	2.7.1.6	COG0153	Galactokinase
